NumOfBeedroom,NumOfBathroom,AreaOfHouse,AreaOfParking,NumOfFloor,Rating,AreaOfBuilding,AreaOfUnderGround,YearOfBuild,YearOfRepair,Latitude,Longitude,sell_year,sell_month,sell_day,build_age,repair_age
0.3,0.2903225806451613,0.13473684210526315,0.003433513833099001,0.0,0.5,0.10035419126328217,0.08921161825726141,0.6434782608695652,0.0,0.7795568494258467,0.33720930232557633,1.0,0.18181818181818182,0.03333333333333333,0.3620689655172414,0.013333333333333334
0.4,0.3225806451612903,0.3063157894736842,0.006022581956363843,0.4,0.7,0.3435655253837072,0.0,0.7304347826086957,0.0,0.7650008086689319,0.4011627906976682,1.0,0.09090909090909091,0.3333333333333333,0.27586206896551724,0.013333333333333334
0.3,0.41935483870967744,0.29473684210526313,0.002853790343636096,0.4,0.6,0.3305785123966942,0.0,0.9304347826086956,0.0,0.6373928513666555,0.42940199335546886,1.0,0.0,0.2,0.07758620689655173,0.013333333333333334
0.5,0.3225806451612903,0.26421052631578945,0.005423473773418375,0.4,0.6,0.29634002361275086,0.0,0.7739130434782608,0.0,0.6225133430373541,0.31644518272425437,0.0,0.9090909090909091,0.06666666666666667,0.22413793103448276,0.013333333333333334
0.5,0.3548387096774194,0.1736842105263158,0.004189516878918964,0.0,0.4,0.09563164108618655,0.17427385892116182,0.6,0.0,0.921235646126481,0.2882059800664301,0.0,0.45454545454545453,0.06666666666666667,0.39655172413793105,0.013333333333333334
0.2,0.12903225806451613,0.04105263157894737,0.0057499847042652985,0.0,0.4,0.04604486422668241,0.0,0.5043478260869565,0.0,0.5369561701439461,0.16694352159467982,1.0,0.36363636363636365,0.16666666666666666,0.5,0.013333333333333334
0.4,0.3225806451612903,0.14526315789473684,0.005625195739971298,0.0,0.5,0.16292798110979928,0.0,0.6173913043478261,0.0,0.9362768882419527,0.1926910299003209,1.0,0.18181818181818182,0.13333333333333333,0.3879310344827586,0.013333333333333334
0.2,0.2903225806451613,0.1831578947368421,0.00263389522694327,0.2,0.4,0.1345926800472255,0.12448132780082988,0.3565217391304348,0.0,0.6690926734594858,0.09136212624584719,0.0,0.5454545454545454,0.0,0.6379310344827587,0.013333333333333334
0.2,0.12903225806451613,0.049473684210526316,0.0016525451193885098,0.0,0.3,0.05548996458087367,0.0,0.02608695652173913,0.0,0.6312469674915052,0.1993355481727543,0.0,0.6363636363636364,0.2,0.9655172413793104,0.013333333333333334
0.2,0.12903225806451613,0.06,0.003447446581539593,0.0,0.3,0.06729634002361275,0.0,0.3652173913043478,0.0,0.8172408216076339,0.2632890365448344,0.0,1.0,0.1,0.6293103448275862,0.013333333333333334
0.2,0.12903225806451613,0.06315789473684211,0.0030718681453149317,0.0,0.4,0.05667060212514758,0.024896265560165973,0.40869565217391307,0.0,0.8424712922529505,0.18355481727575151,1.0,0.09090909090909091,0.8666666666666667,0.5948275862068966,0.013333333333333334
0.3,0.12903225806451613,0.08947368421052632,0.006195832654364252,0.0,0.4,0.10035419126328217,0.0,0.5130434782608696,0.0,0.5887109817240797,0.2774086378737465,0.0,0.7272727272727273,0.1,0.4827586206896552,0.013333333333333334
0.3,0.2903225806451613,0.13052631578947368,0.0006215217347846814,0.8,0.5,0.14639905548996457,0.0,0.9391304347826087,0.0,0.8589681384441159,0.14285714285712936,0.0,0.7272727272727273,0.03333333333333333,0.0603448275862069,0.013333333333333334
0.2,0.12903225806451613,0.056842105263157895,0.006017130011321872,0.0,0.3,0.06375442739079103,0.0,0.2608695652173913,0.0,0.4437975092996942,0.15780730897009862,1.0,0.2727272727272727,0.4,0.7413793103448276,0.013333333333333334
0.3,0.12903225806451613,0.09578947368421052,0.005854177431734076,0.0,0.3,0.10743801652892562,0.0,0.6173913043478261,0.0,0.5555555555555556,0.6220930232558133,0.0,0.7272727272727273,0.9666666666666667,0.3793103448275862,0.013333333333333334
0.4,0.22580645161290322,0.1694736842105263,0.0019118153947177922,0.2,0.6,0.16883116883116883,0.03734439834024896,0.22608695652173913,0.0,0.7823063237910409,0.18272425249169438,1.0,0.36363636363636365,0.2,0.7758620689655172,0.013333333333333334
0.3,0.22580645161290322,0.2305263157894737,0.0063169869886302715,0.0,0.4,0.10625737898465171,0.2676348547717842,0.4434782608695652,0.0,0.6555070354196965,0.2807308970099632,0.0,0.36363636363636365,0.9666666666666667,0.5517241379310345,0.013333333333333334
0.6,0.3870967741935484,0.23578947368421052,0.004984289311704054,0.0,0.4,0.14403778040141677,0.21161825726141079,0.5130434782608696,0.0,0.9013423904253596,0.18770764119601355,0.0,0.5454545454545454,0.7333333333333333,0.4827586206896552,0.013333333333333334
0.5,0.3548387096774194,0.2673684210526316,0.004295526921401731,0.4,0.6,0.29988193624557263,0.0,0.9826086956521739,0.0,0.6008410156881753,0.2782392026578036,0.0,0.8181818181818182,0.06666666666666667,0.017241379310344827,0.013333333333333334
0.4,0.12903225806451613,0.11052631578947368,0.004651114892472499,0.0,0.4,0.12396694214876033,0.0,0.5130434782608696,0.0,0.441856703865432,0.18936877076411598,0.0,1.0,0.4666666666666667,0.4827586206896552,0.013333333333333334
0.4,0.41935483870967744,0.32421052631578945,0.00281683827168496,0.4,0.7,0.28807556080283353,0.13278008298755187,0.9130434782608695,0.0,0.8494258450590327,0.2574750830564699,1.0,0.2727272727272727,0.6666666666666666,0.09482758620689655,0.013333333333333334
0.3,0.1935483870967742,0.08526315789473685,0.0008662534900020414,0.4,0.5,0.09563164108618655,0.0,0.5739130434782609,0.0,0.4958757884522029,0.2740863787375416,0.0,0.9090909090909091,0.8333333333333334,0.4224137931034483,0.013333333333333334
0.4,0.3225806451612903,0.14,0.004886154300948578,0.4,0.5,0.15702479338842976,0.0,0.8173913043478261,0.0,0.1796862364547967,0.17109634551495365,1.0,0.0,0.4666666666666667,0.1896551724137931,0.013333333333333334
0.4,0.22580645161290322,0.13263157894736843,0.0043633733485907026,0.0,0.4,0.089728453364817,0.1037344398340249,0.43478260869565216,0.0,0.8987546498463587,0.1370431893687649,0.0,0.36363636363636365,0.6333333333333333,0.5603448275862069,0.013333333333333334
0.3,0.12903225806451613,0.05578947368421053,0.0028035112949156976,0.0,0.3,0.06257378984651712,0.0,0.6,0.0,0.3250849102377506,0.36046511627906963,0.0,0.6363636363636364,0.4,0.39655172413793105,0.013333333333333334
0.3,0.3225806451612903,0.11263157894736842,0.00045251143848358387,0.8,0.5,0.12632821723730814,0.0,0.8869565217391304,0.0,0.8712599061944049,0.14119601328903872,1.0,0.09090909090909091,0.8666666666666667,0.1206896551724138,0.013333333333333334
0.3,0.12903225806451613,0.10631578947368421,0.0047728749984098495,0.2,0.4,0.1192443919716647,0.0,0.4608695652173913,0.0,0.990781174187292,0.15116279069766522,1.0,0.09090909090909091,0.5333333333333333,0.5431034482758621,0.013333333333333334
0.5,0.2903225806451613,0.26421052631578945,0.005892946818699203,0.0,0.5,0.12514757969303425,0.3008298755186722,0.7391304347826086,0.0,0.625586284974935,0.30564784053154714,0.0,0.5454545454545454,0.03333333333333333,0.25862068965517243,0.013333333333333334
0.4,0.3225806451612903,0.2336842105263158,0.0016386123709479176,0.2,0.5,0.1806375442739079,0.14315352697095435,0.19130434782608696,0.0,0.8156234837457583,0.1569767441860415,0.0,0.5454545454545454,0.7,0.8017241379310345,0.013333333333333334
0.3,0.3225806451612903,0.2031578947368421,0.008754612194062589,0.4,0.5,0.22786304604486424,0.0,0.782608695652174,0.0,0.5233705321041567,0.6254152823920183,0.0,0.5454545454545454,0.7,0.21551724137931033,0.013333333333333334
0.4,0.3225806451612903,0.1736842105263158,0.0032124071730635145,0.4,0.5,0.19480519480519481,0.0,0.9043478260869565,0.0,0.5592754326378752,0.2898671096345444,0.0,0.8181818181818182,0.5333333333333333,0.09482758620689655,0.013333333333333334
0.3,0.3225806451612903,0.2768421052631579,0.003208166771364204,0.4,0.4,0.3105076741440378,0.0,0.8956521739130435,0.0,0.28594533398026956,0.28571428571428237,0.0,0.6363636363636364,0.0,0.10344827586206896,0.013333333333333334
0.3,0.25806451612903225,0.1336842105263158,0.005711215317300173,0.0,0.4,0.07319952774498228,0.13485477178423236,0.5304347826086957,0.0,0.6888241953744139,0.28654485049833944,1.0,0.09090909090909091,0.7333333333333333,0.47413793103448276,0.013333333333333334
0.3,0.3225806451612903,0.2,0.005191463223298947,0.0,0.5,0.2243211334120425,0.0,0.6260869565217392,0.0,0.8599385411612528,0.10963455149500956,0.0,0.6363636363636364,0.2,0.3706896551724138,0.013333333333333334
0.1,0.12903225806451613,0.05578947368421053,0.004670499585955063,0.2,0.3,0.06257378984651712,0.0,0.3826086956521739,0.9826302729528535,0.9731521914928078,0.2533222591362079,0.0,1.0,0.5,0.6120689655172413,0.4666666666666667
0.2,0.22580645161290322,0.09263157894736843,0.0043785176403739546,0.0,0.4,0.0590318772136954,0.07883817427385892,0.7043478260869566,0.0,0.46013262170467784,0.3197674418604593,1.0,0.2727272727272727,0.23333333333333334,0.3017241379310345,0.013333333333333334
0.5,0.25806451612903225,0.15894736842105264,0.002682356960649678,0.0,0.5,0.15702479338842976,0.03734439834024896,0.4956521739130435,0.0,0.8316351285783553,0.1303986710963315,0.0,0.5454545454545454,0.4666666666666667,0.5,0.013333333333333334
0.4,0.3225806451612903,0.2536842105263158,0.0038175730727222834,0.4,0.6,0.2101534828807556,0.13070539419087138,0.782608695652174,0.0,0.7475335597606296,0.19019933554816132,1.0,0.18181818181818182,0.06666666666666667,0.22413793103448276,0.013333333333333334
0.4,0.2903225806451613,0.2168421052631579,0.03738701601115105,0.4,0.5,0.24321133412042503,0.0,0.6608695652173913,0.0,0.9720200549894892,0.3696013289036508,0.0,0.45454545454545453,0.23333333333333334,0.33620689655172414,0.013333333333333334
0.3,0.2903225806451613,0.15157894736842106,0.004465142989374159,0.4,0.5,0.17001180637544275,0.0,0.7391304347826086,0.0,0.9498625262817421,0.22425249169435005,1.0,0.18181818181818182,0.6333333333333333,0.2672413793103448,0.013333333333333334
0.2,0.12903225806451613,0.05157894736842105,0.0007154163438408468,0.4,0.4,0.05785123966942149,0.0,0.391304347826087,0.0,0.7895843441694983,0.1013289036544737,0.0,0.8181818181818182,0.23333333333333334,0.603448275862069,0.013333333333333334
0.3,0.3225806451612903,0.10631578947368421,0.0005797234894629046,0.4,0.4,0.1192443919716647,0.0,0.9130434782608695,0.0,0.6375545851528372,0.43355481727573086,0.0,0.7272727272727273,0.6,0.08620689655172414,0.013333333333333334
